Word,Count,Salience,Word on Sentiment List #1: List1,Word on Sentiment List #2: List2,Word on Sentiment List #3: List3
#brazil,3,0.000,FALSE,FALSE,FALSE
announce,3,0.000,FALSE,FALSE,FALSE
address,3,0.000,FALSE,FALSE,FALSE
attend,3,0.000,FALSE,FALSE,FALSE
today's,3,0.000,FALSE,FALSE,FALSE
#webinar,3,0.000,FALSE,FALSE,FALSE
bayesian,3,0.000,FALSE,FALSE,FALSE
networks,3,0.000,FALSE,FALSE,FALSE
#bayesiannetworks,3,0.000,FALSE,FALSE,FALSE
#watermangement,3,0.000,FALSE,FALSE,FALSE
plates,3,0.000,FALSE,FALSE,FALSE
statistics,3,0.000,FALSE,FALSE,FALSE
extent,3,0.000,FALSE,FALSE,FALSE
selected,3,0.000,FALSE,FALSE,FALSE
notably,3,0.000,TRUE,FALSE,FALSE
trending,3,0.000,FALSE,FALSE,FALSE
downhill,3,0.000,FALSE,TRUE,FALSE
province,3,0.000,FALSE,FALSE,FALSE
centres,3,0.000,FALSE,FALSE,FALSE
fishes,3,0.000,FALSE,FALSE,FALSE
learning,3,0.000,FALSE,FALSE,FALSE
destroyed,3,0.000,FALSE,FALSE,FALSE
culture,3,0.000,FALSE,FALSE,FALSE
conversation,3,0.000,FALSE,FALSE,FALSE
committed,3,0.000,FALSE,FALSE,FALSE
offers,3,0.000,FALSE,FALSE,FALSE
biological,3,0.000,FALSE,FALSE,FALSE
regeneration,3,0.000,FALSE,FALSE,FALSE
feb,3,0.000,FALSE,FALSE,FALSE
hope,3,0.000,FALSE,FALSE,FALSE
gets,3,0.000,FALSE,FALSE,FALSE
little,3,0.000,FALSE,FALSE,FALSE
developmental,3,0.000,FALSE,FALSE,FALSE
#climatechangemitigation,3,0.000,FALSE,FALSE,FALSE
hour,3,0.000,FALSE,FALSE,FALSE
#drarvindkumar,3,0.000,FALSE,FALSE,FALSE
celebrations,3,0.000,FALSE,FALSE,FALSE
#nmcg,3,0.000,FALSE,FALSE,FALSE
#wwf,3,0.000,FALSE,FALSE,FALSE
nearly,3,0.000,FALSE,FALSE,FALSE
1700s,3,0.000,FALSE,FALSE,FALSE
#regeneration,3,0.000,FALSE,FALSE,FALSE
soahubtz,3,0.000,FALSE,FALSE,FALSE
form,3,0.000,FALSE,FALSE,FALSE
dept,3,0.000,FALSE,FALSE,FALSE
ese,3,0.000,FALSE,FALSE,FALSE
quiz,3,0.000,FALSE,FALSE,FALSE
collected,3,0.000,FALSE,FALSE,FALSE
path,3,0.000,FALSE,FALSE,FALSE
introduction,3,0.000,FALSE,FALSE,FALSE
tutorial,3,0.000,FALSE,FALSE,FALSE
playlist,3,0.000,FALSE,FALSE,FALSE
lays,3,0.000,FALSE,FALSE,FALSE
natcap,3,0.000,FALSE,FALSE,FALSE
dives,3,0.000,FALSE,FALSE,FALSE
#gis,3,0.000,FALSE,FALSE,FALSE
droughts,3,0.000,FALSE,FALSE,FALSE
strategy,3,0.000,FALSE,FALSE,FALSE
vuamsterdam,3,0.000,FALSE,FALSE,FALSE
wonderful,3,0.000,TRUE,FALSE,FALSE
msc,3,0.000,FALSE,FALSE,FALSE
#mapping,3,0.000,FALSE,FALSE,FALSE
#assessment,3,0.000,FALSE,FALSE,FALSE
#troodos,3,0.000,FALSE,FALSE,FALSE
#cyprus,3,0.000,FALSE,FALSE,FALSE
kounnamas,3,0.000,FALSE,FALSE,FALSE
andreou,3,0.000,FALSE,FALSE,FALSE
#maes,3,0.000,FALSE,FALSE,FALSE
#geospatial,3,0.000,FALSE,FALSE,FALSE
priority,3,0.000,FALSE,FALSE,FALSE
towards,3,0.000,FALSE,FALSE,FALSE
each,3,0.000,FALSE,FALSE,FALSE
definitely,3,0.000,FALSE,FALSE,FALSE
favourite,3,0.000,FALSE,FALSE,FALSE
amongst,3,0.000,FALSE,FALSE,FALSE
advanced,3,0.000,TRUE,FALSE,FALSE
pensoft's,3,0.000,FALSE,FALSE,FALSE
signature,3,0.000,FALSE,FALSE,FALSE
oa,3,0.000,FALSE,FALSE,FALSE
digital,3,0.000,FALSE,FALSE,FALSE
scholarly,3,0.000,FALSE,FALSE,FALSE
powered,3,0.000,FALSE,FALSE,FALSE
#arpha,3,0.000,FALSE,FALSE,FALSE
#scholarlypublishing,3,0.000,FALSE,FALSE,FALSE
#academictwitter,3,0.000,FALSE,FALSE,FALSE
regional,3,0.000,FALSE,FALSE,FALSE
goals,3,0.000,FALSE,FALSE,FALSE
lives,3,0.000,FALSE,FALSE,FALSE
foster,3,0.000,FALSE,FALSE,FALSE
globalchangebio,3,0.000,FALSE,FALSE,FALSE
2sb5cha0oi,3,0.000,FALSE,FALSE,FALSE
servicios,3,0.000,FALSE,FALSE,FALSE
e,3,0.000,FALSE,FALSE,FALSE
scott,3,0.000,FALSE,FALSE,FALSE
innovation,3,0.000,TRUE,FALSE,FALSE
company,3,0.000,FALSE,FALSE,FALSE
presentation,3,0.000,FALSE,FALSE,FALSE
rosiep4,3,0.000,FALSE,FALSE,FALSE
exceptions,3,0.000,FALSE,FALSE,FALSE
tiny,3,0.000,FALSE,FALSE,FALSE
handful,3,0.000,FALSE,FALSE,FALSE
naturalists,3,0.000,FALSE,FALSE,FALSE
myth,3,0.000,FALSE,TRUE,FALSE
worst,3,0.000,FALSE,TRUE,FALSE
farms,3,0.000,FALSE,FALSE,FALSE
involve,3,0.000,FALSE,FALSE,FALSE
#soilsealing,3,0.000,FALSE,FALSE,FALSE
allowing,3,0.000,FALSE,FALSE,FALSE
carry,3,0.000,FALSE,FALSE,FALSE
accepted,3,0.000,FALSE,FALSE,FALSE
resource,3,0.000,FALSE,FALSE,FALSE
من,3,0.001,FALSE,FALSE,FALSE
breakdown,3,0.000,FALSE,TRUE,FALSE
view,3,0.000,FALSE,FALSE,FALSE
edition,3,0.000,FALSE,FALSE,FALSE
pclg_iied,3,0.000,FALSE,FALSE,FALSE
digest,3,0.000,FALSE,FALSE,FALSE
articles,3,0.000,FALSE,FALSE,FALSE
catch,3,0.000,FALSE,FALSE,FALSE
#opendata,3,0.000,FALSE,FALSE,FALSE
24,3,0.000,FALSE,FALSE,FALSE
hot,3,0.000,TRUE,FALSE,FALSE
coverage,3,0.001,FALSE,FALSE,FALSE
literally,3,0.000,FALSE,FALSE,FALSE
common,3,0.000,FALSE,FALSE,FALSE
coinmarketcap,3,0.000,FALSE,FALSE,FALSE
cycles,3,0.000,FALSE,FALSE,FALSE
already,3,0.000,FALSE,FALSE,FALSE
happening,3,0.000,FALSE,FALSE,FALSE
damaging,3,0.000,FALSE,TRUE,FALSE
q,3,0.000,FALSE,FALSE,FALSE
emma_cavan,3,0.000,FALSE,FALSE,FALSE
simeon,3,0.000,FALSE,FALSE,FALSE
done,3,0.000,FALSE,FALSE,FALSE
less,3,0.000,FALSE,FALSE,FALSE
word,3,0.000,FALSE,FALSE,FALSE
brookfield,3,0.000,FALSE,FALSE,FALSE
zoo,3,0.000,FALSE,FALSE,FALSE
avians,3,0.000,FALSE,FALSE,FALSE
admire,3,0.000,TRUE,FALSE,FALSE
pest,3,0.000,FALSE,TRUE,FALSE
dispersal,3,0.000,FALSE,FALSE,FALSE
fertilization,3,0.000,FALSE,FALSE,FALSE
reminder,3,0.000,FALSE,FALSE,FALSE
bird,3,0.000,FALSE,FALSE,FALSE
#nationalbirdday,3,0.000,FALSE,FALSE,FALSE
harness,3,0.000,FALSE,FALSE,FALSE
al,3,0.000,FALSE,FALSE,FALSE
text,3,0.000,FALSE,FALSE,FALSE
option,3,0.000,FALSE,FALSE,FALSE
five,3,0.000,FALSE,FALSE,FALSE
dukeu,3,0.000,FALSE,FALSE,FALSE
faculty,3,0.000,FALSE,FALSE,FALSE
named,3,0.000,FALSE,FALSE,FALSE
dukeuenergy,3,0.000,FALSE,FALSE,FALSE
olander,3,0.000,FALSE,FALSE,FALSE
regen_network,3,0.000,FALSE,FALSE,FALSE
ancient,3,0.000,FALSE,FALSE,FALSE
technical,3,0.000,FALSE,FALSE,FALSE
entitled,3,0.000,FALSE,FALSE,FALSE
bamboo,3,0.000,FALSE,FALSE,FALSE
lessons,3,0.000,FALSE,FALSE,FALSE
inbarofficial,3,0.000,FALSE,FALSE,FALSE
kiranpaudyal1,3,0.000,FALSE,FALSE,FALSE
leading,3,0.000,TRUE,FALSE,FALSE
enable,3,0.000,FALSE,FALSE,FALSE
organise,3,0.000,FALSE,FALSE,FALSE
futuremares,3,0.000,FALSE,FALSE,FALSE
#ecsa59,3,0.000,FALSE,FALSE,FALSE
unraveling,3,0.000,FALSE,FALSE,FALSE
lines,3,0.000,FALSE,FALSE,FALSE
april,3,0.000,FALSE,FALSE,FALSE
1st,3,0.000,FALSE,FALSE,FALSE
tax,3,0.001,FALSE,FALSE,FALSE
alarming,3,0.000,FALSE,TRUE,FALSE
consume,3,0.000,FALSE,FALSE,FALSE
strengthen,3,0.000,FALSE,FALSE,FALSE
according,2,0.000,FALSE,FALSE,FALSE
fault,2,0.000,FALSE,TRUE,FALSE
participants,2,0.000,FALSE,FALSE,FALSE
understood,2,0.000,FALSE,FALSE,FALSE
helps,2,0.000,FALSE,FALSE,FALSE
import,2,0.000,FALSE,FALSE,FALSE
incentives,2,0.000,FALSE,FALSE,FALSE
beneficiaries,2,0.000,FALSE,FALSE,FALSE
través,2,0.000,FALSE,FALSE,FALSE
proyecto,2,0.000,FALSE,FALSE,FALSE
servir,2,0.000,FALSE,FALSE,FALSE
amazonía,2,0.000,FALSE,FALSE,FALSE
contribuimos,2,0.000,FALSE,FALSE,FALSE
conservación,2,0.000,FALSE,FALSE,FALSE
distintos,2,0.000,FALSE,FALSE,FALSE
ecosistemas,2,0.000,FALSE,FALSE,FALSE
diversos,2,0.000,FALSE,FALSE,FALSE
países,2,0.000,FALSE,FALSE,FALSE
sudamérica,2,0.000,FALSE,FALSE,FALSE
por,2,0.000,FALSE,FALSE,FALSE
ejemplo,2,0.000,FALSE,FALSE,FALSE
guyana,2,0.000,FALSE,FALSE,FALSE
apoyamos,2,0.000,FALSE,FALSE,FALSE
monitoreo,2,0.000,FALSE,FALSE,FALSE
manglares,2,0.000,FALSE,FALSE,FALSE
#arep,2,0.000,FALSE,FALSE,FALSE
conoce,2,0.000,FALSE,FALSE,FALSE
#stjohnsriver,2,0.000,FALSE,FALSE,FALSE
presence,2,0.000,FALSE,FALSE,FALSE
defense,2,0.000,FALSE,FALSE,FALSE
indonesia,2,0.000,FALSE,FALSE,FALSE
imperative,2,0.000,FALSE,FALSE,FALSE
agree,2,0.000,FALSE,FALSE,FALSE
towns,2,0.000,FALSE,FALSE,FALSE
consequent,2,0.000,FALSE,FALSE,FALSE
drafted,2,0.000,FALSE,FALSE,FALSE
go,2,0.000,FALSE,FALSE,FALSE
deeply,2,0.000,FALSE,FALSE,FALSE
shannon,2,0.000,FALSE,FALSE,FALSE
town,2,0.000,FALSE,FALSE,FALSE
fab,2,0.000,FALSE,FALSE,FALSE
bi,2,0.000,FALSE,FALSE,FALSE
lingual,2,0.000,FALSE,FALSE,FALSE
'slow,2,0.000,FALSE,FALSE,FALSE
flow',2,0.000,FALSE,FALSE,FALSE
exceptional,2,0.000,TRUE,FALSE,FALSE
sibh,2,0.000,FALSE,FALSE,FALSE
grape,2,0.000,FALSE,FALSE,FALSE
expectations,2,0.000,FALSE,FALSE,FALSE
australian,2,0.000,FALSE,FALSE,FALSE
aus,2,0.000,FALSE,FALSE,FALSE
industry,2,0.000,FALSE,FALSE,FALSE
wine_australia,2,0.000,FALSE,FALSE,FALSE
charlessturtuni,2,0.000,FALSE,FALSE,FALSE
gulbali_inst,2,0.000,FALSE,FALSE,FALSE
#theland,2,0.000,FALSE,FALSE,FALSE
#watersheds,2,0.000,FALSE,FALSE,FALSE
#greatlakeerie,2,0.000,FALSE,FALSE,FALSE
pocket,2,0.000,FALSE,FALSE,FALSE
500,2,0.000,FALSE,FALSE,FALSE
x500,2,0.000,FALSE,FALSE,FALSE
necessary,2,0.000,FALSE,FALSE,FALSE
mandate,2,0.000,FALSE,FALSE,FALSE
outdoor,2,0.000,FALSE,FALSE,FALSE
#youth,2,0.000,FALSE,FALSE,FALSE
#worldwetlands,2,0.000,FALSE,FALSE,FALSE
incredible,2,0.000,TRUE,FALSE,FALSE
cycling,2,0.000,FALSE,FALSE,FALSE
hard,2,0.000,FALSE,TRUE,FALSE
returns,2,0.000,FALSE,FALSE,FALSE
alone,2,0.000,FALSE,FALSE,FALSE
beings,2,0.000,FALSE,FALSE,FALSE
fauna,2,0.000,FALSE,FALSE,FALSE
#saveoder,2,0.000,FALSE,FALSE,FALSE
ist,2,0.000,FALSE,FALSE,FALSE
#odra,2,0.000,FALSE,FALSE,FALSE
#oder,2,0.000,FALSE,FALSE,FALSE
#ramsar,2,0.000,FALSE,FALSE,FALSE
#świdwie,2,0.000,FALSE,FALSE,FALSE
#lowerodervalley,2,0.000,FALSE,FALSE,FALSE
#wartariver,2,0.000,FALSE,FALSE,FALSE
mouth,2,0.000,FALSE,FALSE,FALSE
#poodří,2,0.000,FALSE,FALSE,FALSE
wasteland,2,0.000,FALSE,FALSE,FALSE
hostopts,2,0.000,FALSE,FALSE,FALSE
sackville,2,0.000,FALSE,FALSE,FALSE
29,2,0.000,FALSE,FALSE,FALSE
west,2,0.000,FALSE,FALSE,FALSE
center,2,0.000,FALSE,FALSE,FALSE
southeast,2,0.000,FALSE,FALSE,FALSE
professionals,2,0.000,FALSE,FALSE,FALSE
#ewcseaopp,2,0.000,FALSE,FALSE,FALSE
ecop,2,0.000,FALSE,FALSE,FALSE
triangle,2,0.000,FALSE,FALSE,FALSE
mekong,2,0.000,FALSE,FALSE,FALSE
overwhelmed,2,0.000,FALSE,TRUE,FALSE
visits,2,0.000,FALSE,FALSE,FALSE
nalsarovar,2,0.000,FALSE,FALSE,FALSE
keoladeo,2,0.000,FALSE,FALSE,FALSE
r,2,0.000,FALSE,FALSE,FALSE
diversity,2,0.000,FALSE,FALSE,FALSE
reason,2,0.000,FALSE,FALSE,FALSE
afd_en,2,0.000,FALSE,FALSE,FALSE
engaged,2,0.000,FALSE,FALSE,FALSE
#poverty,2,0.000,FALSE,FALSE,FALSE
indo,2,0.000,FALSE,FALSE,FALSE
burma,2,0.000,FALSE,FALSE,FALSE
#hotspot,2,0.000,FALSE,FALSE,FALSE
wcscambodia,2,0.000,FALSE,FALSE,FALSE
ibis_rice,2,0.000,FALSE,FALSE,FALSE
cooperation,2,0.000,FALSE,FALSE,FALSE
stop,2,0.000,FALSE,FALSE,FALSE
degrade,2,0.000,FALSE,TRUE,FALSE
tncmichigan,2,0.000,FALSE,FALSE,FALSE
removing,2,0.000,FALSE,FALSE,FALSE
property,2,0.000,FALSE,FALSE,FALSE
grand,2,0.000,TRUE,FALSE,FALSE
highlights,2,0.000,FALSE,FALSE,FALSE
orchards,2,0.000,FALSE,FALSE,FALSE
mostly,2,0.000,FALSE,FALSE,FALSE
considering,2,0.000,FALSE,FALSE,FALSE
adoption,2,0.000,FALSE,FALSE,FALSE
relationships,2,0.000,FALSE,FALSE,FALSE
clusters,2,0.000,FALSE,FALSE,FALSE
disciplines,2,0.000,FALSE,FALSE,FALSE
#networkanalysis,2,0.000,FALSE,FALSE,FALSE
embassy,2,0.000,FALSE,FALSE,FALSE
#africa21,2,0.000,FALSE,FALSE,FALSE
egyptian,2,0.000,FALSE,FALSE,FALSE
journalists,2,0.000,FALSE,FALSE,FALSE
labor,2,0.000,FALSE,FALSE,FALSE
joined,2,0.000,FALSE,FALSE,FALSE
journalistic,2,0.000,FALSE,FALSE,FALSE
#farmlands,2,0.000,FALSE,FALSE,FALSE
contrasting,2,0.000,FALSE,FALSE,FALSE
intensities,2,0.000,FALSE,FALSE,FALSE
buchadas,2,0.000,FALSE,FALSE,FALSE
rain,2,0.000,FALSE,FALSE,FALSE
cleaning,2,0.000,FALSE,FALSE,FALSE
liveable,2,0.000,FALSE,FALSE,FALSE
urgently,2,0.000,FALSE,FALSE,FALSE
short,2,0.000,FALSE,FALSE,FALSE
particular,2,0.000,FALSE,FALSE,FALSE
bradford,2,0.000,FALSE,FALSE,FALSE
treezilla,2,0.000,FALSE,FALSE,FALSE
app,2,0.000,FALSE,FALSE,FALSE
estimates,2,0.000,FALSE,FALSE,FALSE
'regulating',2,0.000,FALSE,FALSE,FALSE
nsis,2,0.000,FALSE,FALSE,FALSE
lecture,2,0.000,FALSE,FALSE,FALSE
fundy,2,0.000,FALSE,FALSE,FALSE
dykelands,2,0.000,FALSE,FALSE,FALSE
coastlines,2,0.000,FALSE,FALSE,FALSE
lot,2,0.000,FALSE,FALSE,FALSE
#sustainableagriculture,2,0.000,FALSE,FALSE,FALSE
#peopleandanet,2,0.000,FALSE,FALSE,FALSE
#pestcontrol,2,0.000,FALSE,FALSE,FALSE
influences,2,0.000,FALSE,FALSE,FALSE
active,2,0.000,FALSE,FALSE,FALSE
supplied,2,0.000,FALSE,FALSE,FALSE
larger,2,0.000,FALSE,FALSE,FALSE
pinkhill,2,0.000,FALSE,FALSE,FALSE
#oxford,2,0.000,FALSE,FALSE,FALSE
#ponderful,2,0.000,FALSE,FALSE,FALSE
pond,2,0.000,FALSE,FALSE,FALSE
craig,2,0.000,FALSE,FALSE,FALSE
african,2,0.000,FALSE,FALSE,FALSE
basins,2,0.000,FALSE,FALSE,FALSE
skills,2,0.000,FALSE,FALSE,FALSE
specific,2,0.000,FALSE,FALSE,FALSE
impacted,2,0.000,FALSE,FALSE,FALSE
reefs,2,0.000,FALSE,FALSE,FALSE
#dyk,2,0.000,FALSE,FALSE,FALSE
peak,2,0.000,FALSE,FALSE,FALSE
#ongreenbelt,2,0.000,FALSE,FALSE,FALSE
video,2,0.000,FALSE,FALSE,FALSE
friends,2,0.000,FALSE,FALSE,FALSE
greenbeltca,2,0.000,FALSE,FALSE,FALSE
g20,2,0.000,FALSE,FALSE,FALSE
predictable,2,0.000,FALSE,FALSE,FALSE
innovat,2,0.000,FALSE,FALSE,FALSE
efnzjbg8fs,2,0.000,FALSE,FALSE,FALSE
marginal,2,0.000,FALSE,TRUE,FALSE
basically,2,0.000,FALSE,FALSE,FALSE
ag,2,0.000,FALSE,FALSE,FALSE
organic,2,0.000,FALSE,FALSE,FALSE
mixed,2,0.000,FALSE,FALSE,FALSE
illustrated,2,0.000,FALSE,FALSE,FALSE
mediterranean,2,0.000,FALSE,FALSE,FALSE
spain,2,0.000,FALSE,FALSE,FALSE
refer,2,0.000,FALSE,FALSE,FALSE
receive,2,0.000,FALSE,FALSE,FALSE
earth's,2,0.000,FALSE,FALSE,FALSE
sustenance,2,0.000,FALSE,FALSE,FALSE
#climateresilience,2,0.000,FALSE,FALSE,FALSE
#climateadaptation,2,0.000,FALSE,FALSE,FALSE
#climateresiliencetoolkit,2,0.000,FALSE,FALSE,FALSE
est,2,0.000,FALSE,FALSE,FALSE
m40,2,0.000,FALSE,FALSE,FALSE
#susdev2022,2,0.000,FALSE,FALSE,FALSE
#peru,2,0.000,FALSE,FALSE,FALSE
becoming,2,0.000,FALSE,FALSE,FALSE
guardians,2,0.000,FALSE,FALSE,FALSE
boosting,2,0.000,FALSE,FALSE,FALSE
forced,2,0.000,FALSE,FALSE,FALSE
migration,2,0.000,FALSE,FALSE,FALSE
women,2,0.000,FALSE,FALSE,FALSE
previous,2,0.000,FALSE,FALSE,FALSE
sections,2,0.000,FALSE,FALSE,FALSE
curious,2,0.000,FALSE,FALSE,FALSE
#journalism,2,0.000,FALSE,FALSE,FALSE
equitable,2,0.000,TRUE,FALSE,FALSE
#wordle,2,0.000,FALSE,FALSE,FALSE
questions,2,0.000,FALSE,FALSE,FALSE
revenue,2,0.000,FALSE,FALSE,FALSE
mix,2,0.000,FALSE,FALSE,FALSE
urbanization,2,0.000,FALSE,FALSE,FALSE
warmly,2,0.000,TRUE,FALSE,FALSE
invited,2,0.000,FALSE,FALSE,FALSE
#governance,2,0.000,FALSE,FALSE,FALSE
#warsaw,2,0.000,FALSE,FALSE,FALSE
#planning,2,0.000,FALSE,FALSE,FALSE
emerging,2,0.000,FALSE,FALSE,FALSE
remind,2,0.000,FALSE,FALSE,FALSE
sacha,2,0.000,FALSE,FALSE,FALSE
doing,2,0.000,FALSE,FALSE,FALSE
estuary,2,0.000,FALSE,FALSE,FALSE
valued,2,0.000,FALSE,FALSE,FALSE
assess,2,0.000,FALSE,FALSE,FALSE
grant,2,0.000,FALSE,FALSE,FALSE
vegetation,2,0.000,FALSE,FALSE,FALSE
17th,2,0.000,FALSE,FALSE,FALSE
annual,2,0.000,FALSE,FALSE,FALSE
onfarmlandtrust,2,0.000,FALSE,FALSE,FALSE
#2022farmlandforum,2,0.000,FALSE,FALSE,FALSE
24th,2,0.000,FALSE,FALSE,FALSE
discussions,2,0.000,FALSE,FALSE,FALSE
throughout,2,0.000,FALSE,FALSE,FALSE
harmoniously,2,0.000,TRUE,FALSE,FALSE
commodities,2,0.000,FALSE,FALSE,FALSE
combat,2,0.000,FALSE,FALSE,FALSE
likes,2,0.000,TRUE,FALSE,FALSE
remember,2,0.000,FALSE,FALSE,FALSE
indonesian,2,0.000,FALSE,FALSE,FALSE
faster,2,0.000,TRUE,FALSE,FALSE
love,2,0.000,TRUE,FALSE,FALSE
generation,2,0.000,FALSE,FALSE,FALSE
samuel,2,0.000,FALSE,FALSE,FALSE
argued,2,0.000,FALSE,FALSE,FALSE
permanence,2,0.000,FALSE,FALSE,FALSE
enduring,2,0.000,FALSE,FALSE,FALSE
movers,2,0.000,FALSE,FALSE,FALSE
politics,2,0.000,FALSE,FALSE,FALSE
echoes,2,0.000,FALSE,FALSE,FALSE
cautions,2,0.000,FALSE,FALSE,FALSE
reliance,2,0.000,FALSE,FALSE,FALSE
trend,2,0.000,FALSE,FALSE,FALSE
5th,2,0.000,FALSE,FALSE,FALSE
graders,2,0.000,FALSE,FALSE,FALSE
200,2,0.000,FALSE,FALSE,FALSE
spartina,2,0.000,FALSE,FALSE,FALSE
70,2,0.000,FALSE,FALSE,FALSE
grass,2,0.000,FALSE,FALSE,FALSE
students,2,0.000,FALSE,FALSE,FALSE
percent,2,0.000,FALSE,FALSE,FALSE
ecosulis,2,0.000,FALSE,FALSE,FALSE
kerrytaylorsmit,2,0.000,FALSE,FALSE,FALSE
recovery,2,0.000,TRUE,FALSE,FALSE
